Training Parameters:
Model Name: MultimodalSegmentationModel
Run Number: 5
Batch Size: 3
Learning Rate: 1e-05
Total Epochs: 100
Patience: 5

Epoch Details:
Epoch, Loss, Validation Loss, Time (s), GPU Memory (MB)
1, 0.4904, 0.4798, 15.39, 1176.27
2, 0.2882, 0.2398, 15.45, 1176.27
3, 0.2041, 0.2069, 15.29, 1176.27
4, 0.1784, 0.1874, 15.26, 1176.27
5, 0.1704, 0.1827, 15.30, 1176.27
6, 0.1520, 0.1745, 15.40, 1176.27
7, 0.1424, 0.1694, 15.27, 1176.27
8, 0.1344, 0.1623, 15.29, 1176.27
9, 0.1313, 0.1565, 15.28, 1176.27
10, 0.1205, 0.1475, 15.40, 1176.27
11, 0.1184, 0.1462, 15.33, 1176.27
12, 0.1123, 0.1320, 15.47, 1176.27
13, 0.1034, 0.1343, 15.27, 1176.27
14, 0.0973, 0.1294, 15.29, 1176.27
15, 0.0962, 0.1276, 15.31, 1176.27
16, 0.0893, 0.1236, 15.27, 1176.27
17, 0.0869, 0.1246, 15.29, 1176.27
18, 0.0831, 0.1166, 15.27, 1176.27
19, 0.0797, 0.1188, 15.30, 1176.27
20, 0.0761, 0.1139, 15.29, 1176.27
21, 0.0737, 0.1117, 15.32, 1176.27
22, 0.0702, 0.1103, 15.42, 1176.27
23, 0.0703, 0.1088, 15.27, 1176.27
24, 0.0651, 0.1062, 15.32, 1176.27
25, 0.0628, 0.1050, 15.43, 1176.27
26, 0.0610, 0.1034, 15.43, 1176.27
27, 0.0635, 0.1020, 15.39, 1176.27
28, 0.0606, 0.1000, 15.29, 1176.27
29, 0.0563, 0.1016, 15.28, 1176.27
30, 0.0543, 0.1001, 15.43, 1176.27
31, 0.0542, 0.1014, 15.28, 1176.27
32, 0.0507, 0.1001, 15.32, 1176.27
33, 0.0504, 0.1005, 15.28, 1176.27

Total Training Time: 690.13s
